age,balance,day,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,y
59,434,12,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
30,122,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
59,371,12,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
27,3675,12,2,0,0,low-None-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
29,11,12,4,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
48,194,12,6,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
44,23,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
33,1011,12,4,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
39,446,12,1,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
46,-29,12,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
28,957,12,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
31,297,12,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
40,888,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
37,115,12,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
29,177,12,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
29,-28,12,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
24,951,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,5,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
26,586,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
47,-1445,12,2,0,0,high-skill-levels,Partnered,secondary,yes,yes,no,unknown,may,unknown,no
26,-23,12,1,0,0,low-None-skill-levels,Alone,secondary,yes,yes,no,unknown,may,unknown,no
28,-284,12,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
58,1166,12,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
35,244,12,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
29,-72,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
56,1399,12,4,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
43,0,12,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
45,431,12,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
31,130,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
34,187,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,142,12,1,0,0,high-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
33,14,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
28,-219,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
43,275,12,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
49,5028,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
27,118,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
30,290,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
32,1064,12,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
37,904,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
31,628,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
56,13,12,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
26,450,12,1,0,0,middle-skill-levels,Partnered,tertiary,no,yes,yes,unknown,may,unknown,no
43,-63,12,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
48,164,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
31,985,12,2,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
36,616,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
24,237,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
29,380,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,no,yes,unknown,may,unknown,no
23,290,12,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
54,104,12,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
24,117,12,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
25,276,12,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
36,-475,12,5,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
40,838,12,3,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
29,382,12,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
29,624,12,1,0,0,middle-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
48,396,12,3,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
23,5,12,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
37,18,12,6,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
31,-464,12,4,0,0,low-None-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
29,330,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
56,2087,12,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
28,-260,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
44,236,12,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
48,684,12,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
30,458,12,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,324,12,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
41,1052,12,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
30,37,12,2,0,0,high-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
37,454,12,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
30,573,12,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
28,34,12,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
33,341,12,3,0,0,middle-skill-levels,Alone,secondary,no,no,yes,unknown,may,unknown,no
41,31,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
42,-189,12,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
50,424,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
23,250,12,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
38,3165,12,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
31,387,12,3,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
35,855,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
52,944,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
36,134,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
28,2845,12,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
27,2420,12,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
24,1535,12,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
45,0,12,2,0,0,high-skill-levels,Alone,tertiary,no,no,no,unknown,may,unknown,no
39,504,12,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
38,-329,12,4,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
24,94,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
35,538,12,4,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
32,-18,12,3,0,0,middle-skill-levels,Alone,secondary,yes,yes,no,unknown,may,unknown,no
48,26,12,3,0,0,middle-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
36,177,12,5,0,0,high-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
46,633,12,10,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
28,205,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
50,1114,12,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
44,78,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
38,762,12,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
33,1862,12,1,0,0,high-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
57,73,12,1,0,0,high-skill-levels,Alone,tertiary,no,no,no,unknown,may,unknown,no
40,2576,12,11,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
42,470,12,1,0,0,high-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
32,206,12,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
55,0,12,5,0,0,low-None-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
25,-76,12,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
42,1750,12,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
23,1104,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
31,286,12,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
21,137,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
34,247,12,5,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
46,-43,12,8,0,0,high-skill-levels,Partnered,tertiary,no,no,no,unknown,may,unknown,no
55,309,12,4,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
33,339,12,2,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
47,218,12,7,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
33,4128,12,6,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
40,867,12,4,0,0,high-skill-levels,Alone,tertiary,no,yes,yes,unknown,may,unknown,no
32,1345,12,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
48,40,12,3,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
32,1466,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
26,96,12,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
38,332,12,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
46,1474,12,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
49,783,12,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
33,239,12,5,0,0,high-skill-levels,Alone,tertiary,no,no,no,unknown,may,unknown,no
45,27,12,5,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,-24,12,4,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
39,23,12,5,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
53,6386,12,8,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
28,-353,12,3,0,0,low-None-skill-levels,Alone,secondary,yes,yes,no,unknown,may,unknown,no
31,-474,12,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
34,714,12,4,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
40,570,12,3,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
29,16,12,3,0,0,low-None-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
34,1504,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
38,551,12,4,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
31,-759,12,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,1097,12,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
31,520,12,7,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
53,0,12,7,0,0,low-None-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
38,573,12,7,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
57,0,12,3,0,0,low-None-skill-levels,Partnered,primary,yes,yes,no,unknown,may,unknown,no
58,146,12,6,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
50,-37,12,3,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
36,90,12,5,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
46,0,12,9,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
39,1242,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
31,98,12,3,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
44,295,12,8,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
53,465,12,3,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,unknown,may,unknown,no
35,1473,12,3,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
40,3122,12,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
30,317,12,6,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
33,176,12,5,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
39,661,12,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
25,1,12,12,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
35,-12,12,5,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
43,1401,12,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
41,171,12,4,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
55,431,12,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
49,265,12,6,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
30,227,12,3,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,unknown,may,unknown,no
37,336,12,5,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
46,41,12,4,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
36,1554,12,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
45,141,12,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
48,762,12,4,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
22,650,12,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
46,250,13,2,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
39,130,13,6,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
56,11,13,3,0,0,middle-skill-levels,Partnered,secondary,no,no,no,unknown,may,unknown,no
35,36,13,6,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
45,333,13,3,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
28,487,13,4,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,594,13,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
52,1135,13,5,0,0,middle-skill-levels,Partnered,tertiary,no,yes,yes,unknown,may,unknown,no
26,-3,13,5,0,0,middle-skill-levels,Alone,secondary,yes,yes,no,unknown,may,unknown,no
22,-168,13,3,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
35,414,13,4,0,0,low-None-skill-levels,Partnered,primary,no,no,no,unknown,may,unknown,yes
44,166,13,3,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
31,472,13,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
28,-95,13,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
23,158,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
26,8,13,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
31,296,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
27,-541,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
34,23,13,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
25,17,13,2,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
25,335,13,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
22,395,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
37,178,13,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
26,101,13,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
32,-428,13,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
26,24299,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
27,181,13,1,0,0,low-None-skill-levels,Alone,secondary,no,no,no,unknown,may,unknown,no
22,83,13,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,175,13,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
33,5,13,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,yes
34,3185,13,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
31,2577,13,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
28,216,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
37,166,13,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
45,323,13,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
31,334,13,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,no
48,86,13,1,0,0,high-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
24,845,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
24,-126,13,2,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
45,-3,13,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
26,54,13,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
24,-192,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
29,125,13,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
34,2146,13,1,0,0,low-None-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
30,-522,13,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
21,99,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
42,-1664,13,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
32,2,13,2,0,0,low-None-skill-levels,Partnered,secondary,yes,yes,no,unknown,may,unknown,no
40,2172,13,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,unknown,may,unknown,no
33,168,13,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,unknown,may,unknown,no
32,62,13,1,0,0,middle-skill-levels,Partnered,primary,no,yes,yes,unknown,may,unknown,no
25,768,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
41,429,13,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
37,36,13,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
29,0,13,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,unknown,may,unknown,no
29,544,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
46,91,13,1,0,0,middle-skill-levels,Alone,primary,no,yes,no,unknown,may,unknown,no
32,-3,13,2,0,0,high-skill-levels,Alone,tertiary,yes,yes,no,unknown,may,unknown,no
30,1374,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
38,119,13,4,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,unknown,may,unknown,yes
22,279,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
22,594,13,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
32,-121,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
36,-195,13,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
30,-208,13,1,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,unknown,may,unknown,no
26,309,13,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,unknown,may,unknown,no
41,210,13,1,0,0,low-None-skill-levels,Alone,primary,yes,yes,no,unknown,may,unknown,no
42,135,13,6,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
45,66,13,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,unknown,may,unknown,no
